Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2014,Myanmar,Salween,0.26348851235838566,-0.6350066172339321,0.12150941914513527,0.7933733232001211,-0.7049673340068605,-0.6145624927146378,0.7378320314382764,-0.02745317712177985,-0.256029541776777,-0.1210504549118958,-0.21231907866597438,0.056001365088131395,-1.048311298,0.1963835954842837,-0.09244583956857948,-0.8418962948526676,0.06814990501929519,-0.725793087,0.872630949,-0.811813933,-0.483805886,0.150939682,-1.204209958,0.06906156905640443,0.819512706,0.029715586,0.829032181,0.881347649,0.2702789464765764,-0.249519728,0.03685139783512372,-0.870766363,0.5565898788929966,-0.19307655971700294,-1.1457409238338891,-0.639363021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Myanmar,Salween,0.26348851235838566,-0.6350066172339321,0.12150941914513527,0.7933733232001211,-0.7049673340068605,-0.6145624927146378,0.7378320314382764,-0.02745317712177985,-0.256029541776777,-0.1210504549118958,-0.21231907866597438,0.056001365088131395,-1.048311298,0.1963835954842837,-0.09244583956857948,-0.8418962948526676,0.06814990501929519,-0.725793087,0.872630949,-0.811813933,-0.483805886,0.150939682,-1.204209958,0.06906156905640443,0.819512706,0.029715586,0.829032181,0.881347649,0.2702789464765764,-0.249519728,0.03685139783512372,-0.870766363,0.5565898788929966,-0.19307655971700294,-1.1457409238338891,-0.639363021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Myanmar,Salween,0.26348851235838566,-0.6350066172339321,0.12150941914513527,0.7933733232001211,-0.7049673340068605,-0.6145624927146378,0.7378320314382764,-0.02745317712177985,-0.256029541776777,-0.1210504549118958,-0.21231907866597438,0.056001365088131395,-1.048311298,0.1963835954842837,-0.09244583956857948,-0.8418962948526676,0.06814990501929519,-0.725793087,0.872630949,-0.811813933,-0.483805886,0.150939682,-1.204209958,0.06906156905640443,0.819512706,0.029715586,0.829032181,0.881347649,0.2702789464765764,-0.249519728,0.03685139783512372,-0.870766363,0.5565898788929966,-0.19307655971700294,-1.1457409238338891,-0.639363021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Myanmar,Salween,0.20274677291131232,-0.6350066172339321,0.12150941914513527,0.7621923865715339,-0.7658312283390147,-0.602894773445419,0.9011752657240804,-0.05432291885782558,0.1893346243274791,-0.09537068125677227,-0.20706280244305825,0.05969026440495329,-0.842374481,0.19858858571382895,-0.11787269982596928,-0.8300972490368962,0.06814990501929519,-0.697473704,0.838190508,-0.779244722,-0.180752391,-0.245710232,-1.190222381,0.20414256758808727,0.752995345,-1.175645131,0.794818242,0.879189744,0.23841498644019696,-0.354457257,0.04935268852934916,-0.976293386,0.6008274783633147,-0.19319710951339103,-1.1449572551101543,-0.464373215,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Myanmar,Salween,0.20274677291131232,-0.6350066172339321,0.12150941914513527,0.7621923865715339,-0.7658312283390147,-0.602894773445419,0.9011752657240804,-0.05432291885782558,0.1893346243274791,-0.09537068125677227,-0.20706280244305825,0.05969026440495329,-0.842374481,0.19858858571382895,-0.11787269982596928,-0.8300972490368962,0.06814990501929519,-0.697473704,0.838190508,-0.779244722,-0.180752391,-0.245710232,-1.190222381,0.20414256758808727,0.752995345,-1.175645131,0.794818242,0.879189744,0.23841498644019696,-0.354457257,0.04935268852934916,-0.976293386,0.6008274783633147,-0.19319710951339103,-1.1449572551101543,-0.464373215,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Myanmar,Salween,0.20274677291131232,-0.6350066172339321,0.12150941914513527,0.7621923865715339,-0.7658312283390147,-0.602894773445419,0.9011752657240804,-0.05432291885782558,0.1893346243274791,-0.09537068125677227,-0.20706280244305825,0.05969026440495329,-0.842374481,0.19858858571382895,-0.11787269982596928,-0.8300972490368962,0.06814990501929519,-0.697473704,0.838190508,-0.779244722,-0.180752391,-0.245710232,-1.190222381,0.20414256758808727,0.752995345,-1.175645131,0.794818242,0.879189744,0.23841498644019696,-0.354457257,0.04935268852934916,-0.976293386,0.6008274783633147,-0.19319710951339103,-1.1449572551101543,-0.464373215,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Myanmar,Salween,0.20274677291131232,-0.6350066172339321,0.12150941914513527,0.7621923865715339,-0.7658312283390147,-0.602894773445419,0.9011752657240804,-0.05432291885782558,0.1893346243274791,-0.09537068125677227,-0.20706280244305825,0.05969026440495329,-0.842374481,0.19858858571382895,-0.11787269982596928,-0.8300972490368962,0.06814990501929519,-0.697473704,0.838190508,-0.779244722,-0.180752391,-0.245710232,-1.190222381,0.20414256758808727,0.752995345,-1.175645131,0.794818242,0.879189744,0.23841498644019696,-0.354457257,0.04935268852934916,-0.976293386,0.6008274783633147,-0.19319710951339103,-1.1449572551101543,-0.464373215,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Myanmar,Salween,0.21012021088788818,-0.6350066172339321,0.12150941914513527,0.7202397826297019,-0.7278191299485441,-0.571515144616621,1.0535056460437493,-0.03747686224147078,-0.033251359538380716,-0.1090922941981736,-0.20153944583166564,0.06334970385019728,-0.328383843,0.20065736317189828,-0.13347666339055367,-0.8012860330327213,0.06814990501929519,-0.651407215,0.830155875,-0.86414307,0.942138383,0.139886047,-0.761789141,0.36927061214489443,0.807883781,0.055890623,0.8441474,0.914057387,0.20926087103758603,0.121272889,0.0619664138425672,-0.393970287,0.8287828440415854,-0.19302374730059288,-1.0693140251390059,0.127436834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Myanmar,Salween,0.18859994467255753,-0.6350066172339321,0.12121591126486074,0.7007376801759043,-0.5353572349097476,-0.5004602860976917,0.9053882291713945,-0.02512929799916675,-0.3043813635775267,-0.14326444887485915,-0.19640793474808269,0.06692097108771394,-0.283399305,0.20253349137307544,-0.155423085952424,-0.7822512214105478,0.06814990501929519,-0.603798927,0.819112993,-0.94401438,0.327772219,0.056218966,-0.87609038,0.5517269375704934,0.775788136,1.988917471,0.819892877,0.9041765,0.17905010507031524,-0.244894236,0.0746891292189009,-0.486911843,0.811112624130839,-0.19312926533066638,-0.993457223341344,0.031745117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Myanmar,Salween,0.18859994467255753,-0.6350066172339321,0.12121591126486074,0.7007376801759043,-0.5353572349097476,-0.5004602860976917,0.9053882291713945,-0.02512929799916675,-0.3043813635775267,-0.14326444887485915,-0.19640793474808269,0.06692097108771394,-0.283399305,0.20253349137307544,-0.155423085952424,-0.7822512214105478,0.06814990501929519,-0.603798927,0.819112993,-0.94401438,0.327772219,0.056218966,-0.87609038,0.5517269375704934,0.775788136,1.988917471,0.819892877,0.9041765,0.17905010507031524,-0.244894236,0.0746891292189009,-0.486911843,0.811112624130839,-0.19312926533066638,-0.993457223341344,0.031745117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Myanmar,Salween,0.18859994467255753,-0.6350066172339321,0.12121591126486074,0.7007376801759043,-0.5353572349097476,-0.5004602860976917,0.9053882291713945,-0.02512929799916675,-0.3043813635775267,-0.14326444887485915,-0.19640793474808269,0.06692097108771394,-0.283399305,0.20253349137307544,-0.155423085952424,-0.7822512214105478,0.06814990501929519,-0.603798927,0.819112993,-0.94401438,0.327772219,0.056218966,-0.87609038,0.5517269375704934,0.775788136,1.988917471,0.819892877,0.9041765,0.17905010507031524,-0.244894236,0.0746891292189009,-0.486911843,0.811112624130839,-0.19312926533066638,-0.993457223341344,0.031745117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Myanmar,Salween,0.18859994467255753,-0.6350066172339321,0.12121591126486074,0.7007376801759043,-0.5353572349097476,-0.5004602860976917,0.9053882291713945,-0.02512929799916675,-0.3043813635775267,-0.14326444887485915,-0.19640793474808269,0.06692097108771394,-0.283399305,0.20253349137307544,-0.155423085952424,-0.7822512214105478,0.06814990501929519,-0.603798927,0.819112993,-0.94401438,0.327772219,0.056218966,-0.87609038,0.5517269375704934,0.775788136,1.988917471,0.819892877,0.9041765,0.17905010507031524,-0.244894236,0.0746891292189009,-0.486911843,0.811112624130839,-0.19312926533066638,-0.993457223341344,0.031745117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Myanmar,Salween,0.18859994467255753,-0.6350066172339321,0.12121591126486074,0.7007376801759043,-0.5353572349097476,-0.5004602860976917,0.9053882291713945,-0.02512929799916675,-0.3043813635775267,-0.14326444887485915,-0.19640793474808269,0.06692097108771394,-0.283399305,0.20253349137307544,-0.155423085952424,-0.7822512214105478,0.06814990501929519,-0.603798927,0.819112993,-0.94401438,0.327772219,0.056218966,-0.87609038,0.5517269375704934,0.775788136,1.988917471,0.819892877,0.9041765,0.17905010507031524,-0.244894236,0.0746891292189009,-0.486911843,0.811112624130839,-0.19312926533066638,-0.993457223341344,0.031745117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Myanmar,Salween,0.17471847901647206,-0.6350066172339321,0.12121591126486074,0.7497445532490276,-0.4756449592731498,-0.5006950134198801,0.7631372884300922,-0.017131587009833214,-0.03898460261586964,-0.25264764927124034,-0.19155900255948052,0.07027669063343146,-0.160860052,0.20408878824092672,-0.19173651762842983,-0.7812037560308893,0.06814990501929519,-0.531880264,0.689529745,-0.740285689,0.100598299,-0.056363195,-0.884251751,0.6504528054749052,0.744622721,1.416992842,0.787787975,0.87135286,0.14982079858747652,-0.487547776,0.08751698826791715,-0.624688641,0.7412645275102889,-0.19325744127057207,-1.144695765404773,-0.018114882,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Myanmar,Salween,0.17471847901647206,-0.6350066172339321,0.12121591126486074,0.7497445532490276,-0.4756449592731498,-0.5006950134198801,0.7631372884300922,-0.017131587009833214,-0.03898460261586964,-0.25264764927124034,-0.19155900255948052,0.07027669063343146,-0.160860052,0.20408878824092672,-0.19173651762842983,-0.7812037560308893,0.06814990501929519,-0.531880264,0.689529745,-0.740285689,0.100598299,-0.056363195,-0.884251751,0.6504528054749052,0.744622721,1.416992842,0.787787975,0.87135286,0.14982079858747652,-0.487547776,0.08751698826791715,-0.624688641,0.7412645275102889,-0.19325744127057207,-1.144695765404773,-0.018114882,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Myanmar,Salween,0.17471847901647206,-0.6350066172339321,0.12121591126486074,0.7497445532490276,-0.4756449592731498,-0.5006950134198801,0.7631372884300922,-0.017131587009833214,-0.03898460261586964,-0.25264764927124034,-0.19155900255948052,0.07027669063343146,-0.160860052,0.20408878824092672,-0.19173651762842983,-0.7812037560308893,0.06814990501929519,-0.531880264,0.689529745,-0.740285689,0.100598299,-0.056363195,-0.884251751,0.6504528054749052,0.744622721,1.416992842,0.787787975,0.87135286,0.14982079858747652,-0.487547776,0.08751698826791715,-0.624688641,0.7412645275102889,-0.19325744127057207,-1.144695765404773,-0.018114882,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Myanmar,Salween,0.19391460480514802,-0.6350066172339321,0.12121591126486074,0.7285905330320489,-0.5005335899609771,-0.5046273172820752,0.6292937081240414,0.013942799116160866,0.13938532357550598,-0.2521946476245517,-0.18689450835016297,0.07353580500762605,-0.165129924,0.20544115180813932,-0.2147231842642763,-0.7649752793467485,0.06814990501929519,-0.561198276,0.733768246,-0.798665581,-0.098824966,-0.270080931,-1.029639849,0.7420054535679955,0.8852158,-0.98849354,0.878947212,0.902018596,0.1217199788102673,-0.571836647,0.09805698435272706,-0.682843204,0.48033573789070205,-0.1927600365719825,-1.239717481070158,0.042568915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Myanmar,Salween,0.2500344403714141,-0.6350066172339321,0.05937337800364458,0.643131735000284,-0.48055014105667143,-0.512106094828109,0.7928780736197047,0.030409209056448516,0.13887566805597512,-0.1030339673024377,-0.18212810652510228,0.07684150716972145,0.015887553,0.20672492844161275,-0.22255233687680318,-0.7276289847438234,0.06814990501929519,-0.471675632,0.556126858,-0.498123247,0.111581396,-0.412386685,-0.768166872,0.8280165009397227,0.87428474,-1.649413433,0.878478402,0.910763794,0.09268033543727802,-0.81231112,0.10864161543256616,-0.872910343,0.5751445400146824,-0.19282035358756744,-0.9632968134133885,-0.072843287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Myanmar,Salween,0.17870529749942762,-0.6350066172339321,0.0834712137565391,0.6520679807736387,-0.5364374198398786,-0.5334077888944486,0.9055147468660998,-0.023830674432454936,0.22842076822439342,-0.08274084864483623,-0.17747954641649366,0.08008325674914804,-0.665398751,0.20782132223799046,-0.24373538694650584,-0.7035806828502795,0.06814990501929519,-0.452326354,0.535094072,-0.483049584,0.790686911,0.087835194,-1.382786441,0.9074779907410889,0.779858155,-0.869397129,0.819072764,0.90076922,0.06504754055221583,-1.571712369,0.11937427414891505,-1.317104109,0.6345893751395221,-0.1933704902952616,-0.3123542929471227,-1.079710209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Myanmar,Salween,0.14231951051233552,0.5820925107018643,0.20550628693967402,0.5912612962850254,-0.4477687116130582,-0.5398285596953648,0.7320241840421199,-0.042212434912575245,0.6494491662407882,-0.10421869761664944,-0.1728634054487788,0.0832996233555442,-0.825170371,0.20877792118597818,-0.2595350663706995,-0.6791621775894947,-0.30240179934397965,-0.412044689,0.500575101,-0.478294887,-0.01815821,0.016285861,-1.798452821,0.9165357800931101,0.784858625,0.979869593,0.81895559,0.890433693,0.03662655393597921,-1.71983358,0.13029891251878203,-1.415572585,0.6401595629285886,-0.19243606542976555,-0.5871935428432447,-1.293706059,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Myanmar,Salween,0.18021491167832746,0.5926569948305693,0.2066166099051655,0.6038771469166914,-0.486483977040086,-0.5020259342163376,0.7910904772361843,-0.022002147938984352,0.6110494317230862,-0.10370876935587023,-0.16479347968671829,0.08656198269893974,-1.101728693,0.20964723572852917,-0.26940593013943864,-0.640421054419569,-0.321364712260522,-0.398088993,0.48759164,-0.473704679,-0.043705435,-0.052138398,-1.902839853,0.9194815688467648,0.867191004,0.038876846,0.88621183,0.946313021,0.009886120106751344,-1.626365906,0.14146262767200155,-1.560628875,0.6539709345937676,-0.1934156894761333,-0.5928257979865867,-1.33903482,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1983,Thailand,Salween,-0.06816794339608957,-0.32829794169465054,-0.07355678822819317,0.6550206717053232,-0.4073811687692443,-0.5038089167303368,1.3932252041548463,-0.1495375034122369,-0.4182859993377268,-0.24372411613832698,-0.07688390575684817,0.0351384220889571,-0.166655148,0.18922025916251267,0.40714611588122734,0.15037505063204945,0.248917051018955,-0.426959823,0.341574882,0.203447542,-1.207260548,0.171132498,-0.377209358,-0.27952639720524547,0.033006419,0.354883191,0.002525255,-0.01671313,0.21909218910608408,0.180603557,0.07417827425018503,-0.149935419,0.21805737144752685,0.34256484214348626,0.0220322733364604,-0.503341298,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1984,Thailand,Salween,-0.09718356025825192,-0.13674512434712138,-0.16748164678523317,0.39689827629398977,-0.006812425773719984,-0.45777489666309457,1.3734739601295203,-0.14058220472855504,-0.872379852447217,-0.22473028367192358,-0.0636616256108792,0.04380159761419626,-0.10246836,0.19591317860642962,0.3869343979496202,0.12291745618650664,0.30417741458991865,0.02217487,0.000698405,0.149086176,-1.084971857,0.114364415,-0.228148126,-0.27952639720524547,0.843319974,1.023888326,0.868198753,0.964310008,0.1831423773184006,0.264248354,0.08820145508001014,-0.000302747,0.5665981435479415,-0.19360412577035943,-0.8226446065733114,-0.414701795,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1985,Thailand,Salween,-0.1500707666513724,-0.1481181944353977,-0.3225481157127584,0.3445588278577523,-0.03789870893932373,-0.42022463007954747,1.262381647481495,-0.15541145094926254,-0.6103361834965514,-0.2360449731334336,-0.05077561333415602,0.05225829126859903,-0.080364024,0.2023859617730941,0.3599962189967905,0.07885891878297865,0.30015406358025315,-0.01910668,0.01478151,0.096368935,-1.052026293,-0.024517707,-0.269292735,-0.27952639720524547,0.827875639,0.207705867,0.868875393,0.964965887,0.1455589425841624,-0.096625216,0.10230596529040677,-0.018648471,0.633070713737215,-0.19360412577035943,-0.9784716706354868,-0.45217965,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1986,Thailand,Salween,-0.12310593778035518,-0.13777576278755274,-0.10754789677165459,0.3070009751793244,0.01987671166515146,-0.4009235540055311,1.2254661955279518,-0.13400538739666032,-0.7051460071927549,-0.23504765517649057,-0.03825413568507406,0.06049114831663571,0.019746697,0.2086050429837403,0.3296315754813136,0.04032381147233665,0.2963300613880243,0.003884859,-0.005404723,0.032848104,-0.806401071,-0.292696121,-0.261417214,-0.27952639720524547,0.851377749,0.177476878,0.88105414,0.961030935,0.10619943900960806,-0.230163013,0.11654416923042374,-0.024351994,0.4791799247779816,-0.19360412577035943,-0.4624245088930543,-0.061873995,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987,Thailand,Salween,-0.07156503630388,-0.12439291002677148,-0.17785145646350592,0.33257665246934187,0.05908328616536065,-0.3486559266170244,1.0463166067930063,-0.09721852311348074,-0.6048999485501734,-0.22475490181907073,-0.02607257954345847,0.0685167824920579,0.013389754,0.21459978327251325,0.3028429098992405,0.0,0.2975712552506141,-0.001356662,0.009714292,0.06540428,-1.047323931,-0.066330334,-0.273549843,-0.27952639720524547,0.867493959,-1.031682303,0.899998846,1.006283151,0.06504754055221583,-0.092690397,0.130890450349974,-0.001862504,0.5447641046197356,-0.19360412577035943,-0.9116171390879191,-0.161894602,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
