Year,Country,Basin,"Agriculture, forestry, and fishing, value added (current US$)",Annual freshwater withdrawals (industry),Armed forces personnel (total),Electricity production from hydroelectric sources (% of total),Energy imports net percent of energy use,Energy use per capita kg oil equivalent,Food exports,GDP,Inflation,Military expenditure (current USD),Population density people per sq km land area,Population(total),Regulatory quality,Rural population,Rural population growth (annual %),Urban population growth (annual %),Annual freshwater withdrawals (agriculture),Employment in Services (% of total employment),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Food imports,GDP per capital index,Government effectiveness,Individuals using the Internet (% of population),Max temp,Mean SPEI,Mean temp,Min temp,Mortality rate infant (per 1000 live births),Political stability and absence of violence terrorism,Population in largest city,Rule of law estimate,Sum rain,Sum snow,Unemployment,voice and accountability,Conflict,is_missing__Population(total),is_missing__Population in largest city,is_missing__Rural population,is_missing__Rural population growth (annual %),is_missing__Urban population growth (annual %),is_missing__Employment in Services (% of total employment),is_missing__Employment in industry (% of total employment),is_missing__Employment in agriculture (% of total employment),is_missing__Unemployment,"is_missing__Agriculture, forestry, and fishing, value added (current US$)",is_missing__GDP,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (industry),is_missing__Annual freshwater withdrawals (agriculture),is_missing__Individuals using the Internet (% of population),is_missing__Armed forces personnel (total),is_missing__Military expenditure (current USD),is_missing__Food imports,is_missing__Food exports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources (% of total),is_missing__Mortality rate infant (per 1000 live births),is_missing__Population density people per sq km land area,is_missing__Energy imports net percent of energy use,is_missing__voice and accountability,is_missing__Political stability and absence of violence terrorism,is_missing__Government effectiveness,is_missing__Regulatory quality,is_missing__Rule of law estimate,is_missing__Mean SPEI,is_missing__Mean temp,is_missing__Min temp,is_missing__Sum snow,is_missing__Sum rain,is_missing__Max temp
2018,Syria,Tigris-Euphrates/ Shatt al Arab,-0.032574923,-0.087807134,-0.219895741,-0.37464383,0.804815991,-0.246097333,0.340049903,-0.130802674,-0.505265624,-0.208628824,0.004344955,-0.190001225,-1.544214552,-0.144463809,-0.175855546,0.264617716,0.432913275,1.34348435,-1.080762376,-0.049990392,2.246060975,-0.491801498,-1.825123783,0.424730961,0.746355767,-2.029318898,0.703153466,0.61531199,-0.503139198,-2.437310848,-0.687816277,-2.275236137,-0.710737586,-0.703654742,1.454774218,-1.513873209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Syria,Tigris-Euphrates/ Shatt al Arab,-0.032574923,-0.087807134,-0.219895741,-0.37464383,0.804815991,-0.246097333,0.340049903,-0.130802674,-0.505265624,-0.208628824,0.004344955,-0.190001225,-1.544214552,-0.144463809,-0.175855546,0.264617716,0.432913275,1.34348435,-1.080762376,-0.049990392,2.246060975,-0.491801498,-1.825123783,0.424730961,0.746355767,-2.029318898,0.703153466,0.61531199,-0.503139198,-2.437310848,-0.687816277,-2.275236137,-0.710737586,-0.703654742,1.454774218,-1.513873209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Syria,Tigris-Euphrates/ Shatt al Arab,-0.032574923,-0.087807134,-0.219895741,-0.37464383,0.804815991,-0.246097333,0.340049903,-0.130802674,-0.505265624,-0.208628824,0.004344955,-0.190001225,-1.544214552,-0.144463809,-0.175855546,0.264617716,0.432913275,1.34348435,-1.080762376,-0.049990392,2.246060975,-0.491801498,-1.825123783,0.424730961,0.746355767,-2.029318898,0.703153466,0.61531199,-0.503139198,-2.437310848,-0.687816277,-2.275236137,-0.710737586,-0.703654742,1.454774218,-1.513873209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Syria,Tigris-Euphrates/ Shatt al Arab,-0.0130999,-0.087807134,-0.204291637,-0.37464383,0.767446933,-0.248296551,0.283619345,-0.127980353,0.491741345,-0.214501548,0.026251238,-0.18415498,-1.571289292,-0.142010262,0.83312729,1.699593016,0.432913275,1.382988164,-1.101068565,-0.084247799,2.234323961,-0.36036726,-1.890749115,0.455705528,0.671804748,0.917646714,0.619810432,0.533481769,-0.600777093,-2.429367332,-0.683211372,-2.330095711,-0.701961529,-0.703447537,1.425887489,-1.547950812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Syria,Tigris-Euphrates/ Shatt al Arab,-0.135513234,-0.087807134,-0.204291637,-0.368309446,0.721234869,-0.280190453,0.465483779,-0.155378004,0.161649977,-0.214877002,0.04590404,-0.17891023,-1.725070849,-0.140051715,0.570540614,1.315592424,0.432913275,1.345900651,-1.096008207,-0.011850085,2.006418049,-0.425532596,-1.905081993,0.444191249,0.726332963,-0.462854608,0.659376353,0.545253175,-0.636577654,-2.404659743,-0.678023493,-2.331181252,-0.795813464,-0.695476293,1.811960175,-1.461107735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Syria,Tigris-Euphrates/ Shatt al Arab,-0.095391176,-0.087807134,-0.204955151,-0.371698147,0.692660511,-0.292748437,0.478037845,-0.149382274,0.118547573,-0.221717343,0.062267165,-0.174543243,-1.38951984,-0.138748618,0.247491788,0.845902074,0.432913275,1.33997972,-1.100465922,0.01483705,1.909338621,-0.497675653,-1.92475855,0.466869106,0.831890155,-2.166056389,0.73498263,0.576865084,-0.65935983,-2.335401695,-0.671571196,-2.320128946,-0.995381066,-0.702663456,1.745752152,-1.434489956,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Syria,Tigris-Euphrates/ Shatt al Arab,-0.095391176,-0.087807134,-0.204955151,-0.371698147,0.692660511,-0.292748437,0.478037845,-0.149382274,0.118547573,-0.221717343,0.062267165,-0.174543243,-1.38951984,-0.138748618,0.247491788,0.845902074,0.432913275,1.33997972,-1.100465922,0.01483705,1.909338621,-0.497675653,-1.92475855,0.466869106,0.831890155,-2.166056389,0.73498263,0.576865084,-0.65935983,-2.335401695,-0.671571196,-2.320128946,-0.995381066,-0.702663456,1.745752152,-1.434489956,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Syria,Tigris-Euphrates/ Shatt al Arab,0.010132688,-0.079939882,-0.128498273,-0.363223422,0.739110831,-0.319852435,0.379145756,-0.125276311,0.11546895,-0.218866304,0.080492672,-0.168262639,-1.632255639,-0.136302517,0.765269441,1.579037813,0.428520588,1.371330734,-1.12204464,0.003345859,2.230312036,-0.594841691,-1.903165747,0.380926901,0.747619457,-1.605979692,0.675535826,0.544683556,-0.665869022,-2.490971379,-0.663068763,-2.298908245,-0.865905967,-0.693802351,1.40648875,-1.411617988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Syria,Tigris-Euphrates/ Shatt al Arab,-0.078667056,0.035806121,-0.1579957,-0.346048095,0.292684721,-0.218766987,-0.1582492,-0.134714727,0.167658191,-0.180347578,-0.037014472,-0.159727514,-1.613358313,-0.132551014,1.319993166,2.362567397,0.463652565,1.393356877,-1.141094719,0.006448672,2.14020612,-0.638687696,-1.957299458,0.154672109,0.778722871,-1.473617861,0.711282247,0.597654881,-0.682142005,-2.456086673,-0.651991435,-2.243462227,-0.845603099,-0.702184002,1.38940961,-1.353860061,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1983,Turkey,Tigris-Euphrates/ Shatt al Arab,0.076002932,0.713605214,0.284121471,0.417545595,-1.619615685,-0.116702196,1.932180896,-0.025985301,1.927945152,-0.07289905,-0.22210659,0.027582178,-0.691363779,0.030891129,-0.923996416,2.432546643,0.101633477,-0.019313886,-0.032971961,0.055394277,-1.539790157,-1.376481159,-0.527110337,-0.73853611,-0.016297882,-0.44678413,-0.032610603,-0.032302143,1.58956634,-0.337477705,-0.328926118,-0.848902075,-0.441618802,-0.453473394,0.544665456,-0.426574734,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1984,Turkey,Tigris-Euphrates/ Shatt al Arab,0.070775011,0.774916782,0.267925511,0.436578358,-1.626503076,-0.107933718,1.380400894,-0.030837619,3.286584131,-0.098224717,-0.214514898,0.036073514,-0.67352778,0.027272949,-1.018074457,2.309181154,0.110571154,-0.006931169,-0.04193184,0.040773117,-0.971374007,-1.388348507,-0.827036676,-0.73853611,-0.479608207,-0.116651952,-0.508114299,-0.561802842,1.446364095,-0.332072829,-0.300398994,-0.87143705,-0.428328897,0.454543956,0.463436014,-0.403518291,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1985,Turkey,Tigris-Euphrates/ Shatt al Arab,0.083471615,0.764547039,0.285541526,0.434902328,-1.61960514,-0.088383484,0.971500525,-0.011866199,3.012444259,-0.082274013,-0.207015048,0.044462365,-0.495612811,0.023173067,-1.115485877,2.152448949,0.104628779,-0.029247202,-0.019542378,0.050418449,-1.042389328,-1.350713536,-0.73571617,-0.73853611,-0.490469117,-0.497004154,-0.507319486,-0.553743413,1.306416446,-0.350188817,-0.270744686,-0.683269486,-0.312518153,0.766978275,0.445106723,-0.411101799,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1986,Turkey,Tigris-Euphrates/ Shatt al Arab,0.11999775,0.754534506,0.386680459,0.384628276,-1.584937125,-0.057925594,1.314371228,0.010083136,2.185240817,-0.045695722,-0.199666004,0.052682392,-0.120100756,0.02041706,-0.876314575,1.573559142,0.115372268,-0.028958834,-0.049988348,0.139222041,-1.086803269,-1.086824244,-0.438127198,-0.73853611,-0.462073139,-0.647233068,-0.466052977,-0.496617107,1.169723394,-0.20501624,-0.241536659,-0.633469294,-0.247457274,0.673402665,0.515602875,-0.214012103,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1987,Turkey,Tigris-Euphrates/ Shatt al Arab,0.138416977,1.322571646,0.618310567,0.356592242,-1.614842799,-0.006867726,0.978568566,0.04003366,2.524521147,-0.03479905,-0.192483791,0.060715748,-0.123313988,0.018064746,-0.805803748,1.265026995,-0.063796688,0.062977132,-0.080100212,0.154177302,-1.050118904,-0.315961897,-0.365638834,-0.73853611,-0.539009367,1.175999251,-0.514777952,-0.52435064,1.039539534,-0.208013568,-0.211952454,-0.621993645,0.010641547,1.120483592,0.453238186,-0.21068903,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1988,Turkey,Tigris-Euphrates/ Shatt al Arab,0.141960565,1.272863573,0.67382454,0.362737193,-0.38359087,-0.015330677,0.993181235,0.049616943,4.918138116,-0.055261939,-0.185301162,0.068749587,-0.217589945,0.015428057,-0.863667243,1.189620518,-0.288257788,-0.004699565,-0.038976792,0.11530579,-0.771677854,-0.375187625,-0.35368902,-0.73853611,-0.59962389,2.724039539,-0.570227941,-0.55718055,0.915864868,0.0099152,-0.181172718,-0.53264688,0.085160085,1.011936947,0.43337968,-0.186830954,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1989,Turkey,Tigris-Euphrates/ Shatt al Arab,0.191801246,0.670636274,0.489073311,0.33140796,0.549576159,-0.003792425,0.805859035,0.09155057,4.475667089,0.009097539,-0.17811091,0.076792108,-0.202463476,0.012568954,-0.911439605,1.108120607,-0.271076366,0.042885354,-0.051453801,0.139770445,-0.644438934,-0.563977791,-0.362807744,-0.73853611,-0.403460919,-0.998222279,-0.444655478,-0.509654237,0.795444798,-0.283185732,-0.149282144,-0.626947069,-0.512932262,0.52533179,0.469653453,0.101528662,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1989,Turkey,Tigris-Euphrates/ Shatt al Arab,0.191801246,0.670636274,0.489073311,0.33140796,0.549576159,-0.003792425,0.805859035,0.09155057,4.475667089,0.009097539,-0.17811091,0.076792108,-0.202463476,0.012568954,-0.911439605,1.108120607,-0.271076366,0.042885354,-0.051453801,0.139770445,-0.644438934,-0.563977791,-0.362807744,-0.73853611,-0.403460919,-0.998222279,-0.444655478,-0.509654237,0.795444798,-0.283185732,-0.149282144,-0.626947069,-0.512932262,0.52533179,0.469653453,0.101528662,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1990,Turkey,Tigris-Euphrates/ Shatt al Arab,0.396541628,0.648837847,0.474147647,0.740434388,0.626429478,0.014303054,0.766523418,0.205975083,4.238438893,0.185144142,-0.171110566,0.084622137,-0.200097126,0.00932167,-0.992881529,1.000837086,-0.320233274,-0.314807358,0.180267572,0.0928355,-0.592181788,-0.442262327,-0.350452256,-0.73853611,-0.428398404,-0.765367515,-0.469598846,-0.532291423,0.678279325,-0.319857556,-0.11610473,-0.529333719,-0.468858937,0.552529984,0.46598671,0.074885614,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Turkey,Tigris-Euphrates/ Shatt al Arab,0.317606163,0.752455397,0.521638397,0.662456198,0.536858382,-0.008106378,1.027592779,0.205975083,4.691905733,0.217353765,-0.164411056,0.092115649,-0.193080729,0.008933134,-0.44155203,0.269111858,-0.376765797,-0.704955698,0.626010921,-0.152080601,-0.923986084,-0.649955555,-0.32441685,-0.733564981,-0.456612345,-0.560509974,-0.469354288,-0.508350503,0.564368448,-0.237345189,-0.086257132,-0.530427962,-0.179221958,0.568533471,0.339991367,0.19928877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Turkey,Tigris-Euphrates/ Shatt al Arab,0.317606163,0.752455397,0.521638397,0.662456198,0.536858382,-0.008106378,1.027592779,0.205975083,4.691905733,0.217353765,-0.164411056,0.092115649,-0.193080729,0.008933134,-0.44155203,0.269111858,-0.376765797,-0.704955698,0.626010921,-0.152080601,-0.923986084,-0.649955555,-0.32441685,-0.733564981,-0.456612345,-0.560509974,-0.469354288,-0.508350503,0.564368448,-0.237345189,-0.086257132,-0.530427962,-0.179221958,0.568533471,0.339991367,0.19928877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1991,Turkey,Tigris-Euphrates/ Shatt al Arab,0.317606163,0.752455397,0.521638397,0.662456198,0.536858382,-0.008106378,1.027592779,0.205975083,4.691905733,0.217353765,-0.164411056,0.092115649,-0.193080729,0.008933134,-0.44155203,0.269111858,-0.376765797,-0.704955698,0.626010921,-0.152080601,-0.923986084,-0.649955555,-0.32441685,-0.733564981,-0.456612345,-0.560509974,-0.469354288,-0.508350503,0.564368448,-0.237345189,-0.086257132,-0.530427962,-0.179221958,0.568533471,0.339991367,0.19928877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1992,Turkey,Tigris-Euphrates/ Shatt al Arab,0.337010466,0.93376945,0.38595054,0.71698173,0.577049379,0.009293019,0.79038563,0.226779479,5.019340484,0.261534398,-0.157806111,0.099503495,-0.188835146,0.009797699,-0.198090199,-0.048233267,-0.522752516,-0.599804814,0.466301929,0.060305395,-0.93833614,-0.576448698,-0.273447578,-0.73849226,-0.722248446,0.95885025,-0.713957618,-0.733418962,0.450457571,-0.201528778,-0.057470128,-0.522527072,-0.202034108,1.25603344,0.403036585,0.213719847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1993,Turkey,Tigris-Euphrates/ Shatt al Arab,0.432033611,0.793340952,0.361526726,0.915106042,0.653198767,0.040861268,0.776870299,0.281391231,4.701116991,0.344689109,-0.151006934,0.107108401,-0.205244858,0.010701535,-0.191066482,-0.04537912,-0.407537452,-0.455535732,0.341608638,0.08038949,-0.986085981,-0.20866842,-0.354588772,-0.73824498,-0.572562633,1.520160015,-0.572979052,-0.599432662,0.343055887,-0.38530771,-0.027860259,-0.501656686,-0.192366241,1.062138486,0.498553255,0.213540611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1993,Turkey,Tigris-Euphrates/ Shatt al Arab,0.432033611,0.793340952,0.361526726,0.915106042,0.653198767,0.040861268,0.776870299,0.281391231,4.701116991,0.344689109,-0.151006934,0.107108401,-0.205244858,0.010701535,-0.191066482,-0.04537912,-0.407537452,-0.455535732,0.341608638,0.08038949,-0.986085981,-0.20866842,-0.354588772,-0.73824498,-0.572562633,1.520160015,-0.572979052,-0.599432662,0.343055887,-0.38530771,-0.027860259,-0.501656686,-0.192366241,1.062138486,0.498553255,0.213540611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
