Basin,Country,Year,GDP,Rural population growth,Urban population growth,Employment in agriculture,Unemployment,GDP per capital ,Energy use per capita,Freshwater withdrawals (agriculture),Internet,Food imports,Inflation,Electricity - hydroelectric,Population density,Energy imports,Government effectiveness,Political stability,SPEI,Mean Temperature,Precipitation,Conflict,is_missing__GDP,is_missing__Rural population growth,is_missing__Urban population growth,is_missing__Employment in agriculture,is_missing__Unemployment,is_missing__GDP per capital index,is_missing__Energy use per capita kg oil equivalent,is_missing__Annual freshwater withdrawals (agriculture),is_missing__Internet,is_missing__Food imports,is_missing__Inflation,is_missing__Electricity production from hydroelectric sources,is_missing__Population density,is_missing__Energy imports,is_missing__Government effectiveness,is_missing__Political stability,is_missing__SPEI,is_missing__Mean Temperature,is_missing__Perception
Indus,Pakistan,1985,-0.513807417,1.310893087,0.832996825,1.416883312,0.47287643,-1.320979365,-1.256736964,1.246435821,-1.131588815,1.043729214,-0.197407172,1.020924437,0.193949898,-0.492827494,-1.515589733,-1.737473199,-0.308599191,0.730409912,-0.688257187,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Mekong,Lao People's Democratic Republic,2014,-0.89254611,-0.080308422,0.386244657,1.32073423,-1.0391696,0.051989789,-0.861983217,1.087465506,0.536985622,-1.408976405,-0.305050052,1.705305614,-1.05814565,-0.273236108,0.447560313,1.765544235,0.637262326,0.986778973,1.225925876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,China,2012,1.912314314,-1.475176756,0.286144744,-0.266448364,-0.260162738,1.96808554,0.987443545,-1.464407371,1.078314156,-1.030460113,-0.435721164,-0.089637065,0.306143355,0.132332228,0.929971076,0.519217057,-0.19912122,-1.80563728,-0.395086103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Turkmenistan ,2000,-1.575403136,0.57541476,-0.120379619,-0.090717865,1.099818844,0.642686741,1.547178054,1.150577733,-1.046484768,0.211978625,-0.025616263,-1.762199365,-1.868206784,-1.93827893,-0.380442248,1.176607833,-2.047408199,0.475250212,-1.624706377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mekong,Thailand,2020,0.69870081,-1.152064465,-0.668297959,-0.37602781,-1.496060372,-0.671346962,0.854926929,0.410556648,1.368901044,-0.455450979,-1.001907341,-1.190715136,0.280501584,1.001508556,1.138122125,0.47177928,-1.57767075,1.49794771,0.88345474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ili/ Kunes He,Kyrgyzstan,1989,0.540399633,1.030838988,-0.634618819,0.193344252,0.272475351,0.729785626,-0.025983491,0.040169862,-1.131588815,0.137803128,0.110974468,-0.303825532,-0.430201188,-0.223131107,0.434199774,-0.102246773,0.88989801,-1.958084556,-0.37096762,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0
Indus,China,1983,0.364588451,0.012322623,1.13087736,0.837938612,-0.473516046,0.298835903,-0.495829219,0.088044918,-1.131588815,0.241641114,0.144717465,0.989017826,0.05416374,-0.298716512,-1.09721985,1.024273073,0.544139311,0.136454269,-0.62431133,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
Aral Sea,China,2018,2.115949599,-1.782786095,-0.108044681,-0.655435958,-0.332083253,1.668616509,1.117581273,-1.578084023,1.240058922,-0.825669284,-0.4908208,-0.099514518,0.33823181,0.250065632,1.467316916,0.807782769,0.212389643,-2.166741089,-1.100915695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Afghanistan,2006,-1.180842704,1.90336113,1.45288737,1.086155996,0.475334293,0.21365832,-0.109326153,1.373819756,-0.390420544,0.96128606,-0.12246079,1.278158137,-0.822059618,-0.463162148,-0.732402851,-1.499404021,-0.893543134,-0.585243052,-0.728061817,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Indus,India,2004,0.849018541,0.37305601,0.113156622,0.842745284,0.420093957,0.685498055,-0.978504486,0.478950707,-0.417040724,-1.361075623,-0.334029052,-0.288627262,1.225811365,0.282677235,0.712194375,-0.371734152,-0.172186362,-0.557004763,0.093593936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amur,North Korea,2014,1.562831858,-0.348536707,-1.194359042,0.531534228,-0.761779397,-0.082565389,-0.828657808,-0.815769455,0.545329536,-0.958893099,-0.176089587,1.087789191,0.658812999,-0.917364786,-0.922543237,-0.196716047,0.744717647,-1.623685862,0.16807146,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Salween,China,2013,1.961128753,-1.514840551,0.234429862,-0.375491712,-0.254932515,1.9807061,1.018755965,-1.455485268,1.116876579,-1.005169982,-0.435574046,-0.1155837,0.312201931,0.149840715,0.907097315,0.51320107,-0.446802881,-1.638417193,0.324854158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Turkmenistan,1986,1.498388029,1.677078478,-0.070238003,0.149024701,0.261623934,-0.837670526,0.249309759,-0.387147571,-1.131588815,0.402439154,-0.020708366,-0.374289428,0.985501818,-0.37069019,0.504245513,0.16522448,-1.029709031,0.290189838,-1.5210738,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Amur,Russian,2011,1.302975663,-0.390640998,-1.568717448,-1.550719232,0.206973265,-0.610886779,2.098938941,-2.154466172,1.230304833,0.29557869,-0.027077338,-0.162934404,-1.943565537,-0.969659657,0.241348101,-0.032760045,0.149537381,-1.684407454,-0.115470024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrawaddy,Myanmar,2013,-0.222572692,-0.01694581,-0.738558967,0.677118251,-1.673516707,0.21365832,-1.298592951,0.21725587,-0.456056308,-0.340828148,-0.195511217,1.297107621,-0.25103752,-0.634344104,-0.772278241,-0.203478286,-0.968731759,0.908280278,1.287420856,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,2008,0.608831625,-0.779869206,-0.378305122,-0.960863015,0.941943337,1.482412557,1.318435333,0.613257578,0.447808435,-0.987778402,0.628587726,-1.233049569,-0.679751471,-0.831396953,0.150496927,0.037381209,-0.571925241,-0.615108804,-0.685710349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Atrak,Iran,1998,0.041272059,-0.697242339,-0.075648205,-0.78029771,0.898879474,0.537437291,0.752415971,0.701751559,-1.066672712,0.771560507,0.383598719,-0.730191582,-0.808948084,-1.250822142,0.365400076,0.333483983,0.428406803,-0.206774615,-0.721294978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrak,Iran,2002,0.110895048,-1.074021181,-0.477058819,-0.844969344,1.26263691,1.158985894,0.955646781,0.705029389,-0.030232369,-0.072236243,0.248468601,-0.826098728,-0.765886448,-1.003615576,0.224315781,0.237319853,-0.077269732,-0.177885273,-0.61834199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,2001,0.130741522,0.602322836,-0.155895356,-1.831039867,1.121336341,-0.461281266,1.435309946,-1.707645101,0.636507341,-0.9049463,-0.599516788,-1.765079894,0.983259655,2.371988463,-1.488470061,-1.741495599,-0.236880091,0.733593994,-1.241130692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Ganges Brahmaputra Meghna,India,2001,0.6855676,0.540846205,0.061843177,0.984767645,0.425501834,0.064735899,-1.043222415,0.518956552,-0.791693878,-1.071090223,-0.333044382,-0.327752309,1.174515975,0.24851098,-1.174999146,1.254332527,-0.225806201,1.034360036,0.829196029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Maritsa,Turkey,2006,0.745218807,-0.883954221,-0.473221172,-0.740722993,0.877882632,-0.002165686,0.429503642,-0.275311152,0.659244624,-2.082534422,0.033754033,0.212566116,-0.105081833,1.615578537,1.030516376,0.457432651,0.472174987,-0.218606162,0.153631302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ili/ Kunes He,China,2007,1.541898667,-1.46884292,0.525326293,0.090343759,-0.321270106,1.298722141,0.652795439,-1.516824164,0.594009783,-1.565425089,-0.253199115,-0.217436049,0.281457482,-0.055185197,1.098137286,0.565141063,0.188655274,-1.400545176,-0.539525861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Iran,2008,0.608831625,-0.779869206,-0.378305122,-0.960863015,0.941943337,1.482412557,1.318435333,0.613257578,0.447808435,-0.987778402,0.628587726,-1.233049569,-0.679751471,-0.831396953,0.150496927,0.037381209,-1.398409854,-0.139935716,-1.579493224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mekong,China,2015,2.023367967,-1.641202348,0.105290037,-0.529113129,-0.241913614,1.599364317,1.040655386,-1.460620071,1.162096411,-0.712076264,-0.563334324,-0.009281313,0.323232349,0.135632251,1.378834406,0.502665897,-0.470396659,-0.94120864,0.47122602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Kyrgystan,2022,-0.932761152,0.403879571,-0.023416831,-0.712747094,-0.405753939,0.750605483,-0.451872865,1.447704791,1.396805441,0.211428716,0.231489273,1.512111022,-0.878343497,0.544041444,-0.081371964,0.599910883,-0.482675835,-1.463591082,-0.167925971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Pakistan,2015,0.477947877,0.278711423,-0.437757129,0.100749262,-0.544431106,-1.621818032,-0.918109716,0.827517116,0.403537701,0.262593505,-0.444485062,0.407864074,0.931348861,0.426051926,0.120653634,-1.803033401,0.733269733,-2.214995303,0.157398023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indus,Nepal,2001,-1.247729107,0.220097253,1.86356906,1.701556218,0.922082803,-0.840318575,-1.230916974,1.295238413,-0.985538971,0.657165702,-0.429125351,1.693123171,0.478087262,0.04951024,-1.34000368,-1.022591085,1.454488317,-2.056717573,-1.01558907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Kura-Araks,Georgia,2020,-0.80917361,-0.919024523,-1.198995992,0.102968274,1.109272316,-0.569617271,0.428290855,-2.014842716,1.335863048,0.561799985,-0.225701379,1.327827214,-0.394327274,1.795270083,1.712996702,0.650365568,-1.510303069,-0.783451473,0.14091445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Azerbaijan,2005,-0.893683794,-0.002828967,-0.798471194,0.016868918,0.348453507,1.455778901,0.65951831,0.213254755,0.243811848,0.019368777,0.037925903,-0.303286832,-0.00885689,-1.079348719,0.084642585,-0.184794344,0.838360132,-0.359523738,-0.122569342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Iran,2022,0.595870106,-0.815143945,-0.547366093,-1.210643472,0.687190183,1.033062842,1.554364385,-0.498967271,1.37663688,1.860879791,1.080674897,-1.077138818,-0.534671006,-0.550666012,-0.072887812,-0.786401006,-1.634751942,-0.467489355,-0.689559028,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mekong,Cambodia,2010,-0.875110086,0.29119652,0.434123396,0.783447615,-1.675843493,-0.843376105,-1.275664707,0.830608577,-0.591810041,-0.620597871,-0.315539019,-1.101091893,-0.194520519,-0.659328314,-0.161890794,0.564623656,-0.425522942,1.65169405,1.086886612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Han,South Korea,2001,0.738202603,-0.83823725,-0.947828877,-1.415837095,-0.504787964,0.267530768,1.787408832,-1.681448256,1.218649343,-0.960655049,-0.309977489,-1.30025144,1.470964922,1.999868714,-1.016928094,0.255492207,-0.098135025,-0.645358999,0.758061933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Salween,China,2021,2.222459235,-1.991187862,-0.525872126,-0.772490237,-0.268032598,1.593056205,1.282682372,-1.550249741,1.339730826,-0.39875544,-0.622464719,-0.178412307,0.344452686,0.251785868,1.814784505,0.54602929,-0.409637725,-1.518135237,0.303630054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,1991,-0.150578494,2.555746995,2.172325087,-1.756442252,1.343278438,-0.041601197,1.125384396,-1.326912315,-0.999253434,-0.550323333,0.428452198,-1.763161611,0.732814552,2.35266708,-1.488470061,-1.741495599,0.159534381,0.61221603,-0.755925882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Kura-Araks,Georgia,2005,-1.218495734,-1.225646738,-1.625156451,0.761212713,1.399980275,0.474108435,-0.305748877,-1.68630179,0.104067817,0.899674286,-0.037672695,1.510486558,-0.354054619,1.41199676,0.435126445,0.258385615,1.366492226,-0.887019471,0.551137397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Israel,2021,0.689990354,-0.062896318,-0.565281372,-1.892199523,-0.200275614,-0.416723399,1.182409397,-1.926812995,1.438125568,-0.156272509,-0.552083426,-1.773663304,1.349013095,0.419328015,2.30923724,-0.181783558,-1.029709031,0.822107696,-1.320316637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Turkey,1986,-0.122590067,-0.972269685,1.407733123,0.812336928,0.388484807,-1.258517417,-0.1642736,0.367277477,-1.131588815,-1.16477332,0.875995363,1.016243083,-0.36665963,-0.139202778,-0.947677096,0.932192123,-0.430840028,0.111046576,0.392692197,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
Jordan,Israel,1998,0.082932088,0.563408776,-0.199238597,-1.8161808,0.960563421,-0.365726511,1.397602897,-1.543127312,0.370096769,-0.616894812,-0.20572956,-1.749190407,0.910946392,2.509109825,2.074751975,-0.182265737,0.212389643,0.722391003,-1.390348986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrak,Turkmenistan ,1999,-1.652389498,0.48175484,-0.219452354,-0.061006274,1.248662114,1.232778859,1.568280492,1.180913661,-1.101486343,1.015877546,0.042972535,-1.760937411,-1.881928337,-0.92606618,-1.422752676,-1.429360096,-1.60935508,0.234238293,-1.136555696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,1998,-0.832297474,0.719959879,0.394244191,-0.549049736,0.371456256,0.439278129,0.052462287,0.252140066,-1.089388344,0.157235046,-0.987428638,-0.325178119,-0.153767716,-1.273930457,-0.265130654,1.113474717,0.250759859,0.626000729,-1.045351158,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Salween,Myanmar,2013,-0.222572692,-0.01694581,-0.738558967,0.677118251,-1.673516707,0.21365832,-1.298592951,0.21725587,-0.456056308,-0.340828148,-0.195511217,1.297107621,-0.25103752,-0.634344104,-0.772278241,-0.203478286,-0.499816884,0.852987963,1.220344574,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Lebanon,1986,1.362233082,-1.895020267,0.730500735,0.332861128,0.001708396,-0.899001399,-0.217489752,-1.040061809,-1.131588815,-0.756108024,0.346457169,-0.297116121,1.061221796,0.373904741,0.65531614,-0.792346779,-1.029709031,-0.165459283,-0.002596909,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
Ganges Brahmaputra Meghna,Myanmar,1994,-1.384559576,0.28154272,-0.419690576,1.472345613,-1.691057487,0.238122573,-1.480666836,0.715316886,-1.131588815,0.812227805,0.589315562,0.770534965,-0.404597573,-0.146509002,-1.020850572,0.808411323,0.212389643,0.337553844,1.18254187,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
Aral Sea,Pakistan,1984,-0.513709325,1.292210327,0.813714875,1.426306266,0.485366699,-1.327525568,-1.280486901,1.256637155,-1.131588815,0.863752476,-0.166262883,1.078988393,0.16544479,-0.515095797,-1.474910226,-1.743506799,0.092186545,-2.241252582,0.012441392,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Karnaphuli,Bangladesh,1999,-0.293744521,0.468597966,0.561234334,1.113553374,-0.694247538,-0.795056048,-2.291534265,-0.310246876,-1.10726104,0.914452514,-0.1650022,-0.822899846,2.217506507,-0.551160398,-1.016545199,0.805330948,0.212389643,1.216328001,1.897956472,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
Jordan,Israel,1997,0.075649623,0.685133721,-0.065607668,-1.812478971,0.800121157,-0.163751515,1.395652298,-1.47801406,-0.054958519,-0.60865249,0.001268245,-1.747248937,0.889111659,2.350157491,-1.488470061,-1.741495599,0.106679118,0.570597243,-1.055135605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Hari / Harirud,Iran,1992,0.07930617,-0.280175854,0.426332401,-0.711096396,0.945552483,1.535345909,0.423446477,0.687233606,-1.131588815,-0.580343428,0.64024979,-0.264486671,-0.852095765,-1.625880667,-0.592482537,0.278198229,2.618011406,-0.352040248,-0.388083513,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
Tigris-Euphrates/ Shatt al Arab,Iraq,2009,0.049150802,1.717059472,0.682132236,-1.342855913,0.568030932,-2.161906045,0.075348799,-0.090406442,-0.651287959,0.144858811,-0.117040964,-0.594780336,-0.342440457,-2.662769376,-0.412075905,-1.446033892,-1.418893495,0.981763471,-1.137898052,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,1996,-0.875727702,0.802770974,0.481962428,-0.54018129,0.340869239,0.469699945,-0.117013649,0.272482665,-1.131588815,-0.620597871,-0.037518358,-0.26308572,-0.199080428,-1.500624201,0.01430857,0.748453292,0.191560098,0.528611773,-0.566800917,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Aral Sea,Pakistan,1989,-0.401323133,1.363032096,0.886423103,1.412862046,0.470378196,-1.250872324,-1.131627591,1.206037729,-1.131588815,0.246877247,-0.060176465,0.986505819,0.31543938,-0.434244442,-1.515589733,-1.737473199,-0.58896434,-2.303108688,-0.206622973,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
Mekong,Thailand,2016,0.616215095,-0.950684809,-0.411948771,-0.383977367,-1.724972105,-0.988379355,0.927711434,0.410556648,1.134492906,-0.672277195,-0.748861883,-1.297898541,0.270551798,0.848240739,1.164796346,-0.02439668,-1.590959408,1.469558571,0.876955339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Saudi Arabia,2009,0.632627926,1.248178835,0.946552943,-1.610167367,-0.061089581,0.280971651,2.555290572,-0.030127587,1.026023384,0.639107602,-0.235933162,-1.773663304,-1.767669421,-1.869422517,0.78889473,0.574773744,-1.029709031,0.702167355,-2.073090497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salween,China,2014,2.000520831,-1.575090199,0.174811804,-0.469643282,-0.247111511,1.907621392,1.042247469,-1.453693988,1.138540605,-0.920000298,-0.507346888,-0.04623458,0.317938262,0.154684508,1.308978343,0.538675892,0.136103268,-1.597163032,0.210910518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganges Brahmaputra Meghna,Bhutan,2006,-2.087230776,-0.20991263,0.659589175,1.180787827,-0.680313886,2.206260604,-1.307839094,-0.556185353,-0.041918431,1.203369967,-0.239972083,1.704943088,-1.443638081,-0.668472385,1.22510174,2.685537196,-0.029224072,-0.873401888,0.867140977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Ganges Brahmaputra Meghna,India,2020,1.415250749,-0.1948336,-0.247273193,0.282404401,0.464918523,-0.053169484,-0.490127972,0.414154787,1.090787621,-1.008614042,-0.132367629,-0.461999649,1.433858696,0.643323028,1.330950453,0.155656585,0.598240305,1.011050469,0.920508524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Myanmar,2016,-0.201015653,-0.079744991,-0.713346543,0.622658463,-1.517411488,0.21365832,-1.096577209,0.21725587,0.594009783,1.036922491,-0.113697908,0.977858592,-0.229667718,-0.672614934,-0.216925294,0.195653251,0.367651977,0.795945343,1.383316189,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kura-Araks,Turkey,2009,0.811007618,-0.703737764,-0.283744827,-0.79442357,1.428500369,-0.783693419,0.461952612,-0.053470462,1.004949365,-1.352949715,-0.155751672,-0.045590029,-0.080451687,1.543595924,1.236329898,-0.071836748,0.355866387,-1.172437189,0.201653213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Thailand,2016,0.616215095,-0.950684809,-0.411948771,-0.383977367,-1.724972105,-0.988379355,0.927711434,0.410556648,1.134492906,-0.672277195,-0.748861883,-1.297898541,0.270551798,0.848240739,1.164796346,-0.02439668,-1.590959408,1.469558571,0.876955339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Syria,2017,-0.799301128,-1.103586844,-0.794361516,-1.109905832,1.371571276,0.21365832,-0.546234544,0.112888997,0.95221752,0.605565537,0.391111174,-1.069937806,0.018367209,1.403807208,-1.097669714,-1.972460845,-1.603069673,0.664704156,-1.244460313,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Indus,India,1993,0.446500373,0.716255603,0.137012106,1.185142264,0.444142583,-0.795649435,-1.218608957,0.572512005,-1.131439468,-1.812748759,-0.150928492,0.010186973,1.023159035,0.081505526,-1.1634139,1.243422532,-0.031447909,-0.575843233,0.120116274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Irrawaddy,Myanmar,1997,-1.356000286,0.250816707,-0.45351951,1.208102765,-1.677008258,0.21365832,-1.459724554,0.474066483,-1.131588815,0.864318255,0.749368741,0.598824986,-0.371705567,-0.057761236,-1.025335382,0.809686266,0.380285967,0.836260289,1.307735683,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
Fenney,Bangladesh,2005,-0.160099569,-0.172741208,0.761628536,0.450941109,-0.348409814,-0.423088848,-2.096250794,-0.88229161,-0.984454797,0.501267008,-0.106611428,-1.148549563,2.313697227,0.162746612,-0.113126665,-1.072585043,-0.647524823,1.293750882,1.370534733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Salween,China,2019,2.130505554,-1.846249579,-0.242041559,-0.706456547,-0.265406028,1.591533926,1.167270223,-1.58668175,1.277809397,-0.628285719,-0.4093433,-0.09329411,0.341467013,0.264375444,1.521110669,0.85438368,0.734657905,-1.63985923,0.134660649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekong,Thailand,2021,0.703843072,-1.187182734,-0.716661578,-0.350859643,-1.437184273,-0.083479877,0.828929108,0.410556648,1.411747939,-0.673196304,-0.589228915,-1.192282439,0.281588265,1.063763074,1.158490426,0.483180425,0.061524291,1.404884994,0.969152203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnaphuli,Bangladesh,2022,0.6627399,-0.499118917,0.184836453,-0.164280522,-0.256761612,0.320691174,-1.374936071,0.346757746,1.070196178,1.190815722,-0.068558269,-1.538931965,2.481306658,0.811724788,0.060587483,-0.090663038,-1.029709031,1.273178218,1.267263288,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Syrian,2014,-0.678046718,-3.0198828,-7.10137319,-1.132611838,1.526254926,0.469699945,-0.503054553,0.112888997,0.877133473,0.607592672,0.098978497,-0.515122991,0.065568447,1.171065233,-0.656485001,-2.135724369,-2.077729788,0.280846612,-0.458228002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Jordan,1997,-1.163540524,1.195951409,0.016735794,-1.711194016,1.390542402,-0.435168463,-0.05692016,-1.204298698,-0.816305588,1.44356867,-0.396685517,-1.679317273,-0.504543019,2.304289141,-1.338178438,-0.716710863,1.454488317,0.239525591,-1.371676014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mekong,Thailand,2012,0.600234372,-0.796810631,-0.250324973,0.156897511,-1.791483952,-0.160631928,0.818241733,0.410556648,0.847950329,-1.107326111,-0.398765741,-0.868545311,0.252165733,0.795578355,1.05812756,-0.295088001,1.300496223,1.446824923,0.847258944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigris-Euphrates/ Shatt al Arab,Turkey,1996,0.258543208,-0.301389649,-0.200317053,0.233410027,0.21922062,-0.576122272,0.16689787,-0.604638508,-1.011577817,-0.755457762,1.738693643,0.717606878,-0.212174224,1.2522154,0.827824066,-0.345681346,0.352681779,-0.532313618,0.313903649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hari / Harirud,Iran,1994,-0.145397657,-1.486309166,-0.643691433,-0.72287816,0.913207269,-0.726476569,0.637322604,0.545459965,-1.131309331,0.582346781,0.795767735,-0.554185264,-0.847658456,-1.425705344,-1.111642264,-0.112265598,1.149252391,-0.174743719,-0.831093027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Mekong,Viet Nam,2017,0.449596597,-0.26175796,0.36794752,0.05839844,-1.138100783,0.351561213,-0.257579718,0.927270647,1.231125859,-0.418688227,-0.354563033,0.74581651,1.002897263,0.186173445,0.875591778,1.420059059,0.807960032,0.765885109,1.353193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aral Sea,Uzbekistan,2000,-0.876668008,-0.139330909,-0.2275232,-0.656427014,1.194472243,-1.168493953,0.851052783,0.465213351,-0.86560435,-0.620597871,-0.037518358,-0.670825343,-0.509457031,-0.316772082,-0.225917642,-0.397583317,-1.187249525,-0.142880641,-1.220866936,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
jordan,West Bank,2022,-0.729157815,0.329428197,0.077631347,-1.623332824,2.553832714,-0.340209241,0.303081573,0.850658701,1.429336848,1.793726847,-0.336162524,1.013229937,-0.275901683,-0.481463135,-0.094231048,-0.878112543,0.301110976,0.738598045,-0.902526875,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
Indus,China,1998,1.013348451,-0.665029346,0.7747036,0.536350132,-0.645123552,0.672272738,-0.091705574,-1.129096703,-1.025306977,-1.21601597,-0.980394913,-0.073817938,0.227718158,-0.199687687,0.69088812,0.693018509,0.163379584,-1.992054619,-1.097866462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asi/ Orontes,Turkey,1990,0.179600828,-1.112303335,0.894869784,0.92086473,0.078330824,-0.576367225,-0.02359218,0.356837162,-1.131588815,-0.359269801,1.409769218,0.657670277,-0.299197009,1.066246829,-1.025842932,0.782189975,-1.029709031,0.117772655,-0.037805754,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
